priority,query,page,impressions,ctr_percent,expected_ctr,ctr_gap,position,intent,page_type,title_length,meta_description_length,issues,metadata_need,copy_brief,opportunity_score
CRITICAL,mloop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,116.0,0.0,3.5,3.5,6.94,commercial,product,44.0,158.0,,serp_ctr_gap,"Primary query: mloop Page type: product Intent: commercial High existing visibility; improve click capture. CTR is below expected for current ranking position. Emphasize product function, marine use case, and engineering reliability.",130
CRITICAL,dogbone,https://www.morfrac.com/es/dogbone,116.0,0.86,3.5,2.64,6.53,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbone Page type: landing Intent: commercial High existing visibility; improve click capture. CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,125
CRITICAL,dogbone,https://www.morfrac.com/dogbone,107.0,0.93,3.0,2.07,7.35,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbone Page type: landing Intent: commercial High existing visibility; improve click capture. CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,125
HIGH,mloop,https://www.morfrac.com/es/shop/mloop-dyneema-loop-12675,34.0,0.0,3.0,3.0,7.26,commercial,product,44.0,158.0,,serp_ctr_gap,"Primary query: mloop Page type: product Intent: commercial CTR is below expected for current ranking position. Emphasize product function, marine use case, and engineering reliability.",110
HIGH,dogbone sailing,https://www.morfrac.com/dogbone,10.0,0.0,3.5,3.5,6.1,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbone sailing Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,105
HIGH,dog bone,https://www.morfrac.com/es/dogbone,8.0,0.0,3.0,3.0,7.12,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dog bone Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,105
HIGH,dogbone shackle,https://www.morfrac.com/dogbone,6.0,0.0,4.0,4.0,5.67,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbone shackle Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,105
HIGH,dog bone sailing,https://www.morfrac.com/dogbone,5.0,0.0,2.5,2.5,8.4,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dog bone sailing Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,95
HIGH,dogbones,https://www.morfrac.com/es/dogbone,28.0,3.57,7.0,3.43,3.79,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbones Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,90
HIGH,m loop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,24.0,0.0,2.0,2.0,9.21,commercial,product,44.0,158.0,,serp_ctr_gap,"Primary query: m loop Page type: product Intent: commercial CTR is below expected for current ranking position. Emphasize product function, marine use case, and engineering reliability.",90
HIGH,70xl,https://www.morfrac.com/shop/morfring-70xl-ptfe-friction-ring-12484,6.0,0.0,1.0,1.0,13.0,product_code,product,0.0,0.0,,missing_meta; short_title,"Primary query: 70xl Page type: product Intent: product_code Emphasize product function, marine use case, and engineering reliability.",90
MEDIUM,dogbones,https://www.morfrac.com/dogbone,39.0,2.56,1.0,-1.56,13.13,commercial,landing,19.0,134.0,,short_title,Primary query: dogbones Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,85
MEDIUM,dogbone carriers,https://www.morfrac.com/dogbone,16.0,0.0,1.0,1.0,13.06,commercial,landing,19.0,134.0,,short_title,Primary query: dogbone carriers Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,85
MEDIUM,custom shackles,https://www.morfrac.com/shackle,14.0,0.0,1.0,1.0,10.86,commercial,landing,22.0,127.0,,short_title,Primary query: custom shackles Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,85
MEDIUM,dog bone soft shackle,https://www.morfrac.com/dogbone,7.0,0.0,1.0,1.0,10.29,commercial,landing,19.0,134.0,,short_title,Primary query: dog bone soft shackle Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,85
MEDIUM,dog bone shackle,https://www.morfrac.com/dogbone,5.0,0.0,1.0,1.0,10.6,commercial,landing,19.0,134.0,,short_title,Primary query: dog bone shackle Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,85
MEDIUM,deck pad eye,https://www.morfrac.com/padeye,17.0,0.0,7.0,7.0,3.47,commercial,landing,18.0,133.0,,serp_ctr_gap; short_title,Primary query: deck pad eye Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,80
MEDIUM,farr x2 for sale,https://www.morfrac.com/blog/news-1/farr-x2-5,7.0,0.0,1.0,1.0,10.71,commercial,blog,0.0,0.0,,missing_meta; short_title,"Primary query: farr x2 for sale Page type: blog Intent: commercial If query is commercial, consider linking to or creating a commercial landing page.",80
MEDIUM,dog bone rigging,https://www.morfrac.com/dogbone,23.0,4.35,5.0,0.6500000000000004,4.48,commercial,landing,19.0,134.0,,short_title,Primary query: dog bone rigging Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
LOW,dogbone joint,https://www.morfrac.com/dogbone,59.0,0.0,0.2,0.2,43.27,commercial,landing,19.0,134.0,,short_title,Primary query: dogbone joint Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,60
LOW,comparison of stainless steel vs. titanium hardware for boats?,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,5.0,0.0,5.0,5.0,4.4,unknown,blog,82.0,230.0,,long_meta; long_title; serp_ctr_gap,"Primary query: comparison of stainless steel vs. titanium hardware for boats? Page type: blog Intent: unknown CTR is below expected for current ranking position. If query is commercial, consider linking to or creating a commercial landing page.",50
LOW,conurban marine,https://www.morfrac.com/partner,6.0,0.0,2.5,2.5,8.33,unknown,other,32.0,94.0,,serp_ctr_gap,Primary query: conurban marine Page type: other Intent: unknown CTR is below expected for current ranking position.,45
LOW,aluminum vs titanium vs stainless steel,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,13.0,0.0,7.0,7.0,3.92,unknown,blog,82.0,230.0,,long_meta; long_title; serp_ctr_gap,"Primary query: aluminum vs titanium vs stainless steel Page type: blog Intent: unknown CTR is below expected for current ranking position. If query is commercial, consider linking to or creating a commercial landing page.",25
LOW,aluminium vs stainless steel vs titanium,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,8.0,0.0,7.0,7.0,3.5,unknown,blog,82.0,230.0,,long_meta; long_title; serp_ctr_gap,"Primary query: aluminium vs stainless steel vs titanium Page type: blog Intent: unknown CTR is below expected for current ranking position. If query is commercial, consider linking to or creating a commercial landing page.",25
