priority,query,page,impressions,ctr_percent,expected_ctr,ctr_gap,position,intent,page_type,title_length,meta_description_length,issues,metadata_need,copy_brief,opportunity_score
HIGH,dogbone,https://www.morfrac.com/dogbone,195.0,1.03,2.5,1.47,8.05,commercial,landing,19.0,134.0,,short_title,Primary query: dogbone Page type: landing Intent: commercial High existing visibility; improve click capture. Position the page as an authority landing page and product gateway.,115
HIGH,dogbones,https://www.morfrac.com/dogbone,51.0,0.0,3.5,3.5,6.96,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbones Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,115
HIGH,dog bone rigging,https://www.morfrac.com/dogbone,15.0,0.0,5.0,5.0,5.0,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dog bone rigging Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,105
HIGH,dogbone shackle,https://www.morfrac.com/dogbone,12.0,0.0,3.0,3.0,7.67,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbone shackle Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,105
HIGH,deck pad eye,https://www.morfrac.com/padeye,9.0,0.0,3.5,3.5,6.22,commercial,landing,18.0,133.0,,serp_ctr_gap; short_title,Primary query: deck pad eye Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,105
HIGH,dogbone rigging,https://www.morfrac.com/dogbone,7.0,0.0,4.0,4.0,5.57,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbone rigging Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,105
HIGH,padeyes,https://www.morfrac.com/padeye,133.0,0.75,0.8,0.05,17.82,commercial,landing,18.0,133.0,,short_title,Primary query: padeyes Page type: landing Intent: commercial High existing visibility; improve click capture. Position the page as an authority landing page and product gateway.,95
HIGH,dog bone,https://www.morfrac.com/es/dogbone,11.0,0.0,2.5,2.5,9.0,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dog bone Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,95
HIGH,dog bone soft shackle,https://www.morfrac.com/dogbone,9.0,0.0,2.0,2.0,10.0,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dog bone soft shackle Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,95
HIGH,farr x2 for sale,https://www.morfrac.com/blog/news-1/farr-x2-5,28.0,0.0,1.0,1.0,10.11,commercial,blog,0.0,0.0,,missing_meta; short_title,"Primary query: farr x2 for sale Page type: blog Intent: commercial If query is commercial, consider linking to or creating a commercial landing page.",90
