priority,query,page,impressions,ctr_percent,expected_ctr,ctr_gap,position,intent,page_type,title_length,meta_description_length,issues,metadata_need,copy_brief,opportunity_score
CRITICAL,dogbone,https://www.morfrac.com/dogbone,247.0,0.0,3.0,3.0,7.28,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbone Page type: landing Intent: commercial High existing visibility; improve click capture. CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,135
CRITICAL,dogbone,https://www.morfrac.com/es/dogbone,127.0,0.0,3.5,3.5,6.57,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbone Page type: landing Intent: commercial High existing visibility; improve click capture. CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,135
HIGH,dogbones,https://www.morfrac.com/dogbone,63.0,0.0,4.0,4.0,5.08,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbones Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,115
HIGH,kevlar dog bone,https://www.morfrac.com/dogbone,17.0,0.0,3.0,3.0,7.71,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: kevlar dog bone Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,105
HIGH,dog bone rigging,https://www.morfrac.com/dogbone,11.0,0.0,4.0,4.0,5.55,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dog bone rigging Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,105
HIGH,dog bone sailing,https://www.morfrac.com/dogbone,10.0,0.0,3.0,3.0,7.4,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dog bone sailing Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,105
HIGH,dog bone steel,https://www.morfrac.com/dogbone,6.0,0.0,3.5,3.5,6.33,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dog bone steel Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,105
HIGH,deck pad eye,https://www.morfrac.com/padeye,6.0,0.0,3.0,3.0,8.0,commercial,landing,18.0,133.0,,serp_ctr_gap; short_title,Primary query: deck pad eye Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,105
HIGH,dogbone sailing,https://www.morfrac.com/dogbone,5.0,0.0,3.5,3.5,6.8,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbone sailing Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,105
HIGH,farr x2 for sale,https://www.morfrac.com/blog/news-1/farr-x2-5,29.0,0.0,2.5,2.5,8.28,commercial,blog,0.0,0.0,,missing_meta; serp_ctr_gap; short_title,"Primary query: farr x2 for sale Page type: blog Intent: commercial CTR is below expected for current ranking position. If query is commercial, consider linking to or creating a commercial landing page.",100
HIGH,dog bone,https://www.morfrac.com/es/dogbone,17.0,0.0,2.5,2.5,8.29,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dog bone Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,95
HIGH,dog bone,https://www.morfrac.com/dogbone,57.0,0.0,28.0,28.0,1.0,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dog bone Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,90
MEDIUM,dogbone carriers,https://www.morfrac.com/dogbone,16.0,0.0,1.0,1.0,14.56,commercial,landing,19.0,134.0,,short_title,Primary query: dogbone carriers Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,85
MEDIUM,farr x2,https://www.morfrac.com/blog/news-1/farr-x2-5,59.0,3.39,3.0,-0.3900000000000001,7.8,commercial,blog,0.0,0.0,,missing_meta; short_title,"Primary query: farr x2 Page type: blog Intent: commercial If query is commercial, consider linking to or creating a commercial landing page.",80
MEDIUM,dogbones,https://www.morfrac.com/es/dogbone,23.0,0.0,10.0,10.0,2.52,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbones Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,80
MEDIUM,dogbone rigging,https://www.morfrac.com/dogbone,15.0,0.0,7.0,7.0,3.87,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbone rigging Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,80
MEDIUM,dog bones,https://www.morfrac.com/es/dogbone,5.0,0.0,7.0,7.0,3.6,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dog bones Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,80
MEDIUM,dog bone shackle,https://www.morfrac.com/dogbone,22.0,4.55,1.0,-3.55,11.23,commercial,landing,19.0,134.0,,short_title,Primary query: dog bone shackle Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,titanium shackles,https://www.morfrac.com/shackle,10.0,10.0,2.0,-8.0,9.2,commercial,landing,22.0,127.0,,short_title,Primary query: titanium shackles Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,dogbone shackle,https://www.morfrac.com/dogbone,6.0,16.67,5.0,-11.670000000000002,4.5,commercial,landing,19.0,134.0,,short_title,Primary query: dogbone shackle Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,dog bone soft shackle,https://www.morfrac.com/dogbone,6.0,16.67,2.0,-14.670000000000002,9.33,commercial,landing,19.0,134.0,,short_title,Primary query: dog bone soft shackle Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
LOW,dogbone joint,https://www.morfrac.com/dogbone,62.0,0.0,0.2,0.2,46.03,commercial,landing,19.0,134.0,,short_title,Primary query: dogbone joint Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,60
LOW,conurban marine,https://www.morfrac.com/partner,7.0,0.0,3.0,3.0,8.0,unknown,other,32.0,94.0,,serp_ctr_gap,Primary query: conurban marine Page type: other Intent: unknown CTR is below expected for current ranking position.,55
LOW,custom efl frames,https://www.morfrac.com/custom,37.0,0.0,0.2,0.2,48.86,unknown,other,17.0,123.0,,short_title,Primary query: custom efl frames Page type: other Intent: unknown,20
