source_url,source_title,target_url,target_title,relevance_score,suggested_anchor_keywords
https://www.morfrac.com/,MORFRAC | High Performance Sailing Hardware,https://www.morfrac.com/blog/stories-4,STORIES | MORFRAC,24,"social, systems, home, networks, products, shackle, setup, together, padeye, click"
https://www.morfrac.com/,MORFRAC | High Performance Sailing Hardware,https://www.morfrac.com/blog/tag/custom-9,"MORFRAC Blog | Sailing News, Projects & Yacht Engineering",23,"social, systems, home, networks, products, shackle, setup, together, padeye, click"
https://www.morfrac.com/,MORFRAC | High Performance Sailing Hardware,https://www.morfrac.com/blog/tag/events-12,"MORFRAC Blog | Sailing News, Projects & Yacht Engineering",23,"social, systems, home, networks, products, shackle, setup, together, padeye, click"
https://www.morfrac.com/,MORFRAC | High Performance Sailing Hardware,https://www.morfrac.com/blog/tag/manufacturing-8,"MORFRAC Blog | Sailing News, Projects & Yacht Engineering",23,"social, systems, home, networks, products, shackle, setup, together, padeye, click"
https://www.morfrac.com/,MORFRAC | High Performance Sailing Hardware,https://www.morfrac.com/blog/tag/media-5,"MORFRAC Blog | Sailing News, Projects & Yacht Engineering",23,"social, systems, home, networks, products, shackle, setup, together, padeye, click"
https://www.morfrac.com/,MORFRAC | High Performance Sailing Hardware,https://www.morfrac.com/blog/tag/morfrac-network-10,"MORFRAC Blog | Sailing News, Projects & Yacht Engineering",23,"social, systems, home, networks, products, shackle, setup, together, padeye, click"
https://www.morfrac.com/,MORFRAC | High Performance Sailing Hardware,https://www.morfrac.com/blog/tag/morfwing-13,"MORFRAC Blog | Sailing News, Projects & Yacht Engineering",23,"social, systems, home, networks, products, shackle, setup, together, padeye, click"
https://www.morfrac.com/,MORFRAC | High Performance Sailing Hardware,https://www.morfrac.com/blog/custom-6/cunningham-furler-25,MORFRAC | Custom. Solutions,22,"social, systems, home, networks, products, shackle, setup, together, padeye, click"
https://www.morfrac.com/,MORFRAC | High Performance Sailing Hardware,https://www.morfrac.com/blog/stories-4/3d-printed-molds-10,3D Printed Molds | MORFRAC,21,"systems, home, products, shackle, setup, together, padeye, click, solutions, stories"
https://www.morfrac.com/,MORFRAC | High Performance Sailing Hardware,https://www.morfrac.com/blog/tag/partners-11,"MORFRAC Blog | Sailing News, Projects & Yacht Engineering",21,"social, systems, home, networks, shackle, setup, together, padeye, click, solutions"
https://www.morfrac.com/shop/mloop-dyneema-loop-12675,mloop.[one] - High-performance Dyneema® loop,https://www.morfrac.com/shop/mloop-34/mloop-dyneema-loop-12675,mloop.[one] - High-performance Dyneema® loop,30,"social, partners, mloop.[one], cart, home, networks, products, shackle, setup, padeye"
https://www.morfrac.com/shop/mloop-dyneema-loop-12675,mloop.[one] - High-performance Dyneema® loop,https://www.morfrac.com/shop/mloop-34/mloop-custom-12674,Custom Dyneema Loop | MORFRAC,29,"social, partners, cart, home, networks, products, shackle, setup, padeye, sizes"
https://www.morfrac.com/shop/mloop-dyneema-loop-12675,mloop.[one] - High-performance Dyneema® loop,https://www.morfrac.com/shop/powerfurl-one-head-swivel-unit-12533,powerfurl.[one] - Swivel | 1.5t SWL Top Furling Unit | MORFRAC,27,"social, partners, cart, home, networks, products, shackle, setup, padeye, sizes"
https://www.morfrac.com/shop/mloop-dyneema-loop-12675,mloop.[one] - High-performance Dyneema® loop,https://www.morfrac.com/shop/powerfurl-one-top-down-integrator-12534,powerfurl.[one] - TDI | 1.5t SWL Top Down Integrator | MORFRAC,27,"social, partners, cart, home, networks, products, shackle, setup, padeye, sizes"
https://www.morfrac.com/shop/mloop-dyneema-loop-12675,mloop.[one] - High-performance Dyneema® loop,https://www.morfrac.com/shop/powerfurl-ten-continuous-line-furling-kit-12564,powerfurl.[ten] - Continuous Line Furling Kit | 10t SWL | MORFRAC,27,"social, partners, cart, home, networks, products, shackle, setup, padeye, sizes"
https://www.morfrac.com/shop/mloop-dyneema-loop-12675,mloop.[one] - High-performance Dyneema® loop,https://www.morfrac.com/shop/powerfurl-1/powerfurl-one-head-swivel-unit-12533,powerfurl.[one] - Swivel | 1.5t SWL Top Furling Unit | MORFRAC,27,"social, partners, cart, home, networks, products, shackle, setup, padeye, sizes"
https://www.morfrac.com/shop/mloop-dyneema-loop-12675,mloop.[one] - High-performance Dyneema® loop,https://www.morfrac.com/shop/powerfurl-1/powerfurl-one-top-down-integrator-12534,powerfurl.[one] - TDI | 1.5t SWL Top Down Integrator | MORFRAC,27,"social, partners, cart, home, networks, products, shackle, setup, padeye, sizes"
https://www.morfrac.com/shop/mloop-dyneema-loop-12675,mloop.[one] - High-performance Dyneema® loop,https://www.morfrac.com/shop/powerfurl-1/powerfurl-ten-continuous-line-furling-kit-12564,powerfurl.[ten] - Continuous Line Furling Kit | 10t SWL | MORFRAC,27,"social, partners, cart, home, networks, products, shackle, setup, padeye, sizes"
https://www.morfrac.com/shop/mloop-dyneema-loop-12675,mloop.[one] - High-performance Dyneema® loop,https://www.morfrac.com/shop/powerfurl-1/powerfurl-twelve-continuous-line-furling-kit-12596,powerfurl.[twelve] - Furling Kit | 12t SWL | MORFRAC,27,"social, partners, cart, home, networks, products, shackle, setup, padeye, sizes"
https://www.morfrac.com/shop/mloop-dyneema-loop-12675,mloop.[one] - High-performance Dyneema® loop,https://www.morfrac.com/shop/dogbone-25/dogbone-25-7-aluminium-12460,MORFRAC dogbone. - Aluminium Ø7mm | 25mm Length | MORFRAC,27,"social, partners, cart, home, networks, products, shackle, setup, padeye, sizes"
https://www.morfrac.com/es/shop/mloop-dyneema-loop-12675,mloop.[one] - High-performance Dyneema® loop,https://www.morfrac.com/es/shop/mloop-34/mloop-dyneema-loop-12675,mloop.[one] - High-performance Dyneema® loop,30,"social, mloop.[one], networks, shackle, setup, deseos, padeye, soluciones, ahora, sizes"
https://www.morfrac.com/es/shop/mloop-dyneema-loop-12675,mloop.[one] - High-performance Dyneema® loop,https://www.morfrac.com/es/shop/mloop-34/mloop-custom-12674,Custom Dyneema Loop | MORFRAC,29,"social, networks, shackle, setup, deseos, padeye, soluciones, ahora, sizes, inicio"
https://www.morfrac.com/es/shop/mloop-dyneema-loop-12675,mloop.[one] - High-performance Dyneema® loop,https://www.morfrac.com/es/shop/powerfurl-one-head-swivel-unit-12533,powerfurl.[one] - Swivel | 1.5t SWL Top Furling Unit | MORFRAC,27,"social, networks, shackle, setup, deseos, padeye, soluciones, ahora, sizes, inicio"
