source_url,source_role,target_url,target_role,target_cluster,target_inbound_links,target_search_impressions,target_opportunity_score,suggested_anchor_text,recommendation_score,reason
https://www.morfrac.com/es/shop/category/mloop-34,category,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,product,mloop,2.0,192.0,134.0,Mloop Dyneema loops,225.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/shop/category/mloop-34,category,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,product,mloop,2.0,192.0,134.0,Mloop Dyneema loops,225.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/mloop-34,category,https://www.morfrac.com/es/shop/mloop-dyneema-loop-12675,product,mloop,2.0,123.0,134.0,Mloop Dyneema loops,225.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/shop/category/mloop-34,category,https://www.morfrac.com/es/shop/mloop-dyneema-loop-12675,product,mloop,2.0,123.0,134.0,Mloop Dyneema loops,225.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/morfblock-17,category,https://www.morfrac.com/shop/morfblock-light-4-p-12338,product,morfblock,0.0,6.0,76.0,Morfblock sailing blocks,203.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/shop/category/morfblock-17,category,https://www.morfrac.com/shop/morfblock-light-4-p-12338,product,morfblock,0.0,6.0,76.0,Morfblock sailing blocks,203.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/morfblock-morfblocklight-18,category,https://www.morfrac.com/shop/morfblock-light-4-p-12338,product,morfblock,0.0,6.0,76.0,Morfblock sailing blocks,203.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/morfblock-morfblockmax-38,category,https://www.morfrac.com/shop/morfblock-light-4-p-12338,product,morfblock,0.0,6.0,76.0,Morfblock sailing blocks,203.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/morfblock-morfblocksnatch-19,category,https://www.morfrac.com/shop/morfblock-light-4-p-12338,product,morfblock,0.0,6.0,76.0,Morfblock sailing blocks,203.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/shop/category/dogbone-25,category,https://www.morfrac.com/dogbone,product,dogbone,208.0,356.0,131.0,dogbone connectors,200.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/dogbone-25,category,https://www.morfrac.com/dogbone,product,dogbone,208.0,356.0,131.0,dogbone connectors,200.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/dogbone-dogbone-al-28,category,https://www.morfrac.com/dogbone,product,dogbone,208.0,356.0,131.0,dogbone connectors,200.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/dogbone-dogbone-ti-29,category,https://www.morfrac.com/dogbone,product,dogbone,208.0,356.0,131.0,dogbone connectors,200.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/shop/category/dogbone-dogbone-al-28,category,https://www.morfrac.com/dogbone,product,dogbone,208.0,356.0,131.0,dogbone connectors,200.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/shop/category/shackle-24,category,https://www.morfrac.com/es/shop/shackle-17-4ph-12827,product,shackle,2.0,11.0,84.0,titanium shackles,193.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/shackle-24,category,https://www.morfrac.com/es/shop/shackle-17-4ph-12827,product,shackle,2.0,11.0,84.0,titanium shackles,193.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/ti-shackle-24,category,https://www.morfrac.com/es/shop/shackle-17-4ph-12827,product,shackle,2.0,11.0,84.0,titanium shackles,193.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/shop/category/ti-shackle-24,category,https://www.morfrac.com/es/shop/shackle-17-4ph-12827,product,shackle,2.0,11.0,84.0,titanium shackles,193.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/stories-4/custom-padeyes-11,authority_content,https://www.morfrac.com/es/padeye,product,padeye,287.0,8.0,101.0,deck padeyes,188.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/blog/historias-4/padeye-a-medida-11,authority_content,https://www.morfrac.com/es/padeye,product,padeye,287.0,8.0,101.0,deck padeyes,188.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/shop/category/dogbone-25,category,https://www.morfrac.com/es/dogbone,product,dogbone,287.0,99.0,111.0,dogbone connectors,185.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/dogbone-25,category,https://www.morfrac.com/es/dogbone,product,dogbone,287.0,99.0,111.0,dogbone connectors,185.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/dogbone-dogbone-al-28,category,https://www.morfrac.com/es/dogbone,product,dogbone,287.0,99.0,111.0,dogbone connectors,185.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/dogbone-dogbone-ti-29,category,https://www.morfrac.com/es/dogbone,product,dogbone,287.0,99.0,111.0,dogbone connectors,185.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/shop/category/dogbone-dogbone-al-28,category,https://www.morfrac.com/es/dogbone,product,dogbone,287.0,99.0,111.0,dogbone connectors,185.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/morfblock-17,category,https://www.morfrac.com/shop/morfblock-light-4-hl-12823,product,morfblock,2.0,17.0,54.0,Morfblock sailing blocks,183.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/shop/category/morfblock-17,category,https://www.morfrac.com/shop/morfblock-light-4-hl-12823,product,morfblock,2.0,17.0,54.0,Morfblock sailing blocks,183.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/morfblock-morfblocklight-18,category,https://www.morfrac.com/shop/morfblock-light-4-hl-12823,product,morfblock,2.0,17.0,54.0,Morfblock sailing blocks,183.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/morfblock-morfblockmax-38,category,https://www.morfrac.com/shop/morfblock-light-4-hl-12823,product,morfblock,2.0,17.0,54.0,Morfblock sailing blocks,183.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/morfblock-morfblocksnatch-19,category,https://www.morfrac.com/shop/morfblock-light-4-hl-12823,product,morfblock,2.0,17.0,54.0,Morfblock sailing blocks,183.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/shackle,landing,https://www.morfrac.com/es/shop/shackle-17-4ph-12827,product,shackle,2.0,11.0,84.0,titanium shackles,178.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/shop/category/padeye-27,category,https://www.morfrac.com/es/padeye,product,padeye,287.0,8.0,101.0,deck padeyes,178.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/padeye-27,category,https://www.morfrac.com/es/padeye,product,padeye,287.0,8.0,101.0,deck padeyes,178.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/shop/category/dogbone-25,category,https://www.morfrac.com/shop/dogbone60-23-12467,product,dogbone,0.0,0.0,0.0,dogbone connectors,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/dogbone-25,category,https://www.morfrac.com/shop/dogbone60-23-12467,product,dogbone,0.0,0.0,0.0,dogbone connectors,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/dogbone-dogbone-al-28,category,https://www.morfrac.com/shop/dogbone60-23-12467,product,dogbone,0.0,0.0,0.0,dogbone connectors,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/dogbone-dogbone-ti-29,category,https://www.morfrac.com/shop/dogbone60-23-12467,product,dogbone,0.0,0.0,0.0,dogbone connectors,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/shop/category/dogbone-dogbone-al-28,category,https://www.morfrac.com/shop/dogbone60-23-12467,product,dogbone,0.0,0.0,0.0,dogbone connectors,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/shop/category/dogbone-25,category,https://www.morfrac.com/es/shop/dogbone60-23-12467,product,dogbone,0.0,0.0,0.0,dogbone connectors,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/dogbone-25,category,https://www.morfrac.com/es/shop/dogbone60-23-12467,product,dogbone,0.0,0.0,0.0,dogbone connectors,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/dogbone-dogbone-al-28,category,https://www.morfrac.com/es/shop/dogbone60-23-12467,product,dogbone,0.0,0.0,0.0,dogbone connectors,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/shop/category/dogbone-dogbone-ti-29,category,https://www.morfrac.com/es/shop/dogbone60-23-12467,product,dogbone,0.0,0.0,0.0,dogbone connectors,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/shop/category/dogbone-dogbone-al-28,category,https://www.morfrac.com/es/shop/dogbone60-23-12467,product,dogbone,0.0,0.0,0.0,dogbone connectors,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/custom-6/cunningham-furler-25,authority_content,https://www.morfrac.com/shop/category/powerfurl-powerfurl-singleline-30,category,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/news-1/morfrac-de-walle-sails-33,authority_content,https://www.morfrac.com/shop/category/powerfurl-powerfurl-singleline-30,category,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/news-1/new-powerfurl-one-38,authority_content,https://www.morfrac.com/shop/category/powerfurl-powerfurl-singleline-30,category,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/blog/blog-1/morfrac-de-walle-sails-33,authority_content,https://www.morfrac.com/shop/category/powerfurl-powerfurl-singleline-30,category,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/blog/blog-1/new-powerfurl-one-38,authority_content,https://www.morfrac.com/shop/category/powerfurl-powerfurl-singleline-30,category,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/custom-6,authority_content,https://www.morfrac.com/es/shop/custom-33/m-swivel-12663,product,custom_engineering,2.0,0.0,0.0,custom marine engineering,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/custom-6/40000-times-its-weight-15,authority_content,https://www.morfrac.com/es/shop/custom-33/m-swivel-12663,product,custom_engineering,2.0,0.0,0.0,custom marine engineering,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/custom-6/colour-coding-12,authority_content,https://www.morfrac.com/es/shop/custom-33/m-swivel-12663,product,custom_engineering,2.0,0.0,0.0,custom marine engineering,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/custom-6/pignose-titanium-24,authority_content,https://www.morfrac.com/es/shop/custom-33/m-swivel-12663,product,custom_engineering,2.0,0.0,0.0,custom marine engineering,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/stories-4/3d-printed-molds-10,authority_content,https://www.morfrac.com/es/shop/custom-33/m-swivel-12663,product,custom_engineering,2.0,0.0,0.0,custom marine engineering,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/custom-6/cunningham-furler-25,authority_content,https://www.morfrac.com/es/shop/custom-33/powerfurl-underdeck-custom-furling-system-12662,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/news-1/morfrac-de-walle-sails-33,authority_content,https://www.morfrac.com/es/shop/custom-33/powerfurl-underdeck-custom-furling-system-12662,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/news-1/new-powerfurl-one-38,authority_content,https://www.morfrac.com/es/shop/custom-33/powerfurl-underdeck-custom-furling-system-12662,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/blog/blog-1/morfrac-de-walle-sails-33,authority_content,https://www.morfrac.com/es/shop/custom-33/powerfurl-underdeck-custom-furling-system-12662,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/blog/blog-1/new-powerfurl-one-38,authority_content,https://www.morfrac.com/es/shop/custom-33/powerfurl-underdeck-custom-furling-system-12662,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/custom-6/cunningham-furler-25,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-drum-bottom-furling-unit-12529,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/news-1/morfrac-de-walle-sails-33,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-drum-bottom-furling-unit-12529,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/news-1/new-powerfurl-one-38,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-drum-bottom-furling-unit-12529,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/blog/blog-1/morfrac-de-walle-sails-33,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-drum-bottom-furling-unit-12529,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/blog/blog-1/new-powerfurl-one-38,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-drum-bottom-furling-unit-12529,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/custom-6/cunningham-furler-25,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-furling-kit-12530,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/news-1/morfrac-de-walle-sails-33,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-furling-kit-12530,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/news-1/new-powerfurl-one-38,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-furling-kit-12530,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/blog/blog-1/morfrac-de-walle-sails-33,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-furling-kit-12530,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/blog/blog-1/new-powerfurl-one-38,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-furling-kit-12530,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/custom-6/cunningham-furler-25,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-head-swivel-unit-12533,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/news-1/morfrac-de-walle-sails-33,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-head-swivel-unit-12533,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/news-1/new-powerfurl-one-38,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-head-swivel-unit-12533,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/blog/blog-1/morfrac-de-walle-sails-33,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-head-swivel-unit-12533,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/blog/blog-1/new-powerfurl-one-38,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-head-swivel-unit-12533,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/custom-6/cunningham-furler-25,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-lashing-fitting-12524,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/news-1/morfrac-de-walle-sails-33,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-lashing-fitting-12524,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/news-1/new-powerfurl-one-38,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-lashing-fitting-12524,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/blog/blog-1/morfrac-de-walle-sails-33,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-lashing-fitting-12524,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/es/blog/blog-1/new-powerfurl-one-38,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-lashing-fitting-12524,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/custom-6/cunningham-furler-25,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-thimble-12528,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
https://www.morfrac.com/blog/news-1/morfrac-de-walle-sails-33,authority_content,https://www.morfrac.com/es/shop/powerfurl-almacenadores-sin-fin-31/powerfurl-one-thimble-12528,product,powerfurl,2.0,0.0,0.0,Powerfurl furling systems,175.0,Same authority cluster; target has weak internal support or commercial search opportunity.
