source_entity_type,source_entity_name,target_entity_type,target_entity_name,relationship_type,relationship_count,total_relationship_weight
product_family,morfblock,intent,brand,product_links_to_parent,1095,2190
application,rope_management,intent,commercial,product_links_to_parent,1094,2188
intent,brand,engineering_concept,breaking_load,product_links_to_parent,1087,2174
intent,brand,intent,technical,general_internal_link,2134,2134
engineering_concept,breaking_load,application,custom_engineering,general_internal_link,2114,2114
product_family,powerfurl,intent,brand,general_internal_link,2095,2095
engineering_concept,swl,material,titanium,product_links_to_parent,1014,2028
application,low_friction_rigging,intent,brand,general_internal_link,2010,2010
application,furling_systems,intent,brand,product_links_to_parent,978,1956
engineering_concept,lightweight,material,titanium,product_links_to_parent,976,1952
application,sheet_handling,intent,commercial,product_links_to_parent,969,1938
application,sheet_handling,intent,brand,general_internal_link,1935,1935
product_family,powerfurl,intent,commercial,product_links_to_parent,958,1916
engineering_concept,lightweight,intent,brand,general_internal_link,1902,1902
product_family,morfblock,intent,commercial,product_links_to_parent,933,1866
product_family,morfblock,intent,brand,general_internal_link,1864,1864
engineering_concept,breaking_load,material,titanium,general_internal_link,1851,1851
intent,commercial,intent,technical,general_internal_link,1819,1819
intent,brand,application,sail_handling,general_internal_link,1800,1800
engineering_concept,swl,intent,brand,general_internal_link,1795,1795
material,titanium,engineering_concept,breaking_load,product_links_to_parent,893,1786
intent,brand,product_family,powerfurl,general_internal_link,1680,1680
material,titanium,application,low_friction_rigging,general_internal_link,1676,1676
application,sail_handling,application,custom_engineering,general_internal_link,1661,1661
application,furling_systems,intent,commercial,product_links_to_parent,830,1660
application,low_friction_rigging,material,titanium,product_links_to_parent,817,1634
intent,commercial,application,custom_engineering,product_links_to_parent,816,1632
intent,commercial,engineering_concept,customizable,product_links_to_parent,816,1632
material,aluminium,intent,brand,product_links_to_parent,814,1628
intent,commercial,material,aluminium,product_links_to_parent,810,1620
engineering_concept,breaking_load,application,low_friction_rigging,general_internal_link,1606,1606
application,deck_attachment,intent,brand,product_links_to_parent,798,1596
intent,commercial,application,sail_handling,general_internal_link,1578,1578
intent,brand,application,custom_engineering,product_links_to_parent,789,1578
intent,brand,engineering_concept,customizable,product_links_to_parent,789,1578
intent,brand,material,aluminium,product_links_to_parent,786,1572
intent,commercial,product_family,powerfurl,general_internal_link,1538,1538
intent,brand,engineering_concept,customizable,general_internal_link,1529,1529
engineering_concept,high_load,material,titanium,product_links_to_parent,763,1526
intent,brand,application,rope_management,general_internal_link,1502,1502
application,sail_handling,engineering_concept,breaking_load,product_links_to_parent,747,1494
intent,brand,application,sheet_handling,general_internal_link,1488,1488
application,rope_management,intent,brand,general_internal_link,1473,1473
intent,technical,intent,brand,product_links_to_parent,732,1464
material,titanium,engineering_concept,breaking_load,general_internal_link,1437,1437
application,sail_handling,material,titanium,general_internal_link,1428,1428
engineering_concept,breaking_load,intent,technical,general_internal_link,1397,1397
material,titanium,intent,technical,general_internal_link,1394,1394
material,aluminium,intent,commercial,product_links_to_parent,690,1380
application,deck_attachment,intent,commercial,product_links_to_parent,678,1356
intent,commercial,application,rope_management,general_internal_link,1350,1350
engineering_concept,swl,engineering_concept,breaking_load,product_links_to_parent,675,1350
intent,commercial,application,sheet_handling,general_internal_link,1344,1344
engineering_concept,high_load,intent,brand,general_internal_link,1327,1327
intent,commercial,engineering_concept,customizable,general_internal_link,1311,1311
material,titanium,application,custom_engineering,product_links_to_parent,654,1308
material,titanium,engineering_concept,customizable,product_links_to_parent,654,1308
material,titanium,material,aluminium,product_links_to_parent,648,1296
intent,commercial,application,sail_handling,product_links_to_parent,642,1284
application,sail_handling,application,low_friction_rigging,general_internal_link,1277,1277
engineering_concept,swl,application,custom_engineering,general_internal_link,1249,1249
intent,brand,application,sail_handling,product_links_to_parent,624,1248
engineering_concept,lightweight,application,custom_engineering,general_internal_link,1245,1245
application,rope_management,material,titanium,product_links_to_parent,622,1244
intent,technical,intent,commercial,product_links_to_parent,622,1244
engineering_concept,lightweight,engineering_concept,breaking_load,product_links_to_parent,620,1240
product_family,dogbone,intent,brand,product_links_to_parent,612,1224
engineering_concept,breaking_load,intent,commercial,general_internal_link,1211,1211
intent,brand,application,deck_attachment,general_internal_link,1202,1202
intent,technical,intent,brand,general_internal_link,1201,1201
engineering_concept,breaking_load,application,custom_engineering,product_links_to_parent,589,1178
engineering_concept,breaking_load,engineering_concept,customizable,product_links_to_parent,589,1178
application,low_friction_rigging,application,custom_engineering,general_internal_link,1176,1176
engineering_concept,breaking_load,material,aluminium,product_links_to_parent,585,1170
engineering_concept,low_friction,intent,brand,product_links_to_parent,584,1168
intent,commercial,application,sheet_handling,product_links_to_parent,580,1160
intent,commercial,product_family,morfblock,product_links_to_parent,580,1160
material,titanium,intent,commercial,general_internal_link,1159,1159
application,deck_attachment,intent,brand,general_internal_link,1127,1127
intent,brand,application,furling_systems,general_internal_link,1126,1126
intent,brand,application,sheet_handling,product_links_to_parent,563,1126
intent,brand,product_family,morfblock,product_links_to_parent,563,1126
application,furling_systems,intent,brand,general_internal_link,1118,1118
intent,commercial,product_family,dogbone,product_links_to_parent,554,1108
product_family,powerfurl,material,titanium,product_links_to_parent,550,1100
intent,brand,product_family,dogbone,general_internal_link,1098,1098
intent,commercial,product_family,shackle,product_links_to_parent,548,1096
intent,commercial,application,low_friction_rigging,product_links_to_parent,546,1092
application,sail_handling,intent,technical,general_internal_link,1091,1091
intent,brand,product_family,morfblock,general_internal_link,1091,1091
application,sail_handling,engineering_concept,breaking_load,general_internal_link,1088,1088
engineering_concept,breaking_load,intent,brand,authority_supports_commercial,217,1085
intent,technical,intent,brand,authority_supports_commercial,217,1085
intent,commercial,application,deck_attachment,product_links_to_parent,540,1080
intent,commercial,product_family,morfring,product_links_to_parent,540,1080
intent,commercial,product_family,padeye,product_links_to_parent,540,1080
intent,commercial,product_family,powerfurl,product_links_to_parent,540,1080
intent,brand,product_family,dogbone,product_links_to_parent,538,1076
intent,commercial,application,deck_attachment,general_internal_link,1069,1069
application,sail_handling,application,custom_engineering,product_links_to_parent,534,1068
application,sail_handling,engineering_concept,customizable,product_links_to_parent,534,1068
intent,brand,product_family,shackle,product_links_to_parent,532,1064
application,sail_handling,material,aluminium,product_links_to_parent,531,1062
application,sheet_handling,material,titanium,product_links_to_parent,530,1060
intent,brand,application,low_friction_rigging,product_links_to_parent,530,1060
application,low_friction_rigging,engineering_concept,breaking_load,product_links_to_parent,529,1058
material,titanium,application,sail_handling,general_internal_link,1050,1050
intent,brand,application,deck_attachment,product_links_to_parent,524,1048
intent,brand,product_family,morfring,product_links_to_parent,524,1048
intent,brand,product_family,padeye,product_links_to_parent,524,1048
intent,brand,product_family,powerfurl,product_links_to_parent,524,1048
product_family,dogbone,intent,commercial,product_links_to_parent,520,1040
application,low_friction_rigging,material,titanium,general_internal_link,1033,1033
material,titanium,application,sail_handling,product_links_to_parent,515,1030
product_family,morfblock,material,titanium,product_links_to_parent,512,1024
engineering_concept,breaking_load,application,sail_handling,general_internal_link,1014,1014
product_family,dogbone,intent,brand,general_internal_link,1012,1012
product_family,powerfurl,application,custom_engineering,general_internal_link,1004,1004
engineering_concept,lightweight,material,titanium,general_internal_link,1001,1001
engineering_concept,high_load,engineering_concept,breaking_load,product_links_to_parent,500,1000
intent,commercial,application,furling_systems,general_internal_link,996,996
intent,commercial,product_family,dogbone,general_internal_link,995,995
product_family,powerfurl,intent,commercial,general_internal_link,993,993
engineering_concept,low_friction,intent,commercial,product_links_to_parent,496,992
intent,commercial,product_family,morfblock,general_internal_link,988,988
engineering_concept,swl,material,titanium,general_internal_link,980,980
engineering_concept,swl,application,low_friction_rigging,general_internal_link,973,973
intent,brand,product_family,padeye,general_internal_link,964,964
product_family,powerfurl,material,titanium,general_internal_link,961,961
application,custom_engineering,intent,brand,general_internal_link,958,958
engineering_concept,lightweight,application,low_friction_rigging,general_internal_link,958,958
engineering_concept,swl,application,custom_engineering,product_links_to_parent,478,956
engineering_concept,swl,engineering_concept,customizable,product_links_to_parent,478,956
intent,brand,intent,commercial,category_supports_product,239,956
engineering_concept,swl,material,aluminium,product_links_to_parent,477,954
intent,brand,engineering_concept,marine_hardware,general_internal_link,952,952
application,furling_systems,material,titanium,product_links_to_parent,473,946
material,titanium,application,rope_management,general_internal_link,943,943
application,sheet_handling,application,custom_engineering,general_internal_link,933,933
intent,commercial,intent,brand,category_supports_product,233,932
engineering_concept,breaking_load,application,sail_handling,product_links_to_parent,462,924
engineering_concept,high_load,application,custom_engineering,general_internal_link,923,923
material,titanium,application,sheet_handling,product_links_to_parent,461,922
material,titanium,product_family,morfblock,product_links_to_parent,461,922
engineering_concept,breaking_load,application,rope_management,general_internal_link,905,905
application,sheet_handling,material,titanium,general_internal_link,904,904
application,custom_engineering,intent,brand,product_links_to_parent,452,904
engineering_concept,lightweight,application,custom_engineering,product_links_to_parent,451,902
engineering_concept,lightweight,engineering_concept,customizable,product_links_to_parent,451,902
engineering_concept,lightweight,material,aluminium,product_links_to_parent,450,900
material,titanium,product_family,dogbone,product_links_to_parent,446,892
application,rope_management,application,custom_engineering,general_internal_link,891,891
product_family,morfblock,application,custom_engineering,general_internal_link,890,890
material,titanium,product_family,shackle,product_links_to_parent,440,880
application,sheet_handling,intent,commercial,general_internal_link,876,876
material,titanium,application,low_friction_rigging,product_links_to_parent,438,876
material,titanium,engineering_concept,customizable,general_internal_link,873,873
material,titanium,application,deck_attachment,product_links_to_parent,432,864
material,titanium,product_family,morfring,product_links_to_parent,432,864
material,titanium,product_family,padeye,product_links_to_parent,432,864
material,titanium,product_family,powerfurl,product_links_to_parent,432,864
product_family,morfblock,material,titanium,general_internal_link,863,863
intent,commercial,product_family,padeye,general_internal_link,861,861
engineering_concept,breaking_load,application,sheet_handling,product_links_to_parent,430,860
engineering_concept,breaking_load,product_family,morfblock,product_links_to_parent,430,860
engineering_concept,low_friction,intent,brand,general_internal_link,854,854
product_family,morfblock,intent,commercial,general_internal_link,854,854
engineering_concept,breaking_load,material,titanium,authority_supports_commercial,170,850
intent,brand,material,titanium,authority_supports_commercial,170,850
intent,technical,material,titanium,authority_supports_commercial,170,850
intent,commercial,engineering_concept,marine_hardware,general_internal_link,848,848
material,aluminium,intent,brand,general_internal_link,844,844
engineering_concept,breaking_load,engineering_concept,customizable,general_internal_link,835,835
material,titanium,product_family,powerfurl,general_internal_link,821,821
engineering_concept,breaking_load,product_family,powerfurl,general_internal_link,817,817
engineering_concept,swl,intent,technical,general_internal_link,816,816
product_family,morfring,intent,brand,product_links_to_parent,404,808
intent,brand,material,titanium,category_supports_product,200,800
intent,commercial,material,titanium,category_supports_product,200,800
material,aluminium,material,titanium,product_links_to_parent,399,798
application,sail_handling,intent,commercial,general_internal_link,797,797
engineering_concept,breaking_load,application,low_friction_rigging,product_links_to_parent,396,792
engineering_concept,breaking_load,product_family,shackle,product_links_to_parent,396,792
application,low_friction_rigging,engineering_concept,breaking_load,general_internal_link,791,791
application,rope_management,engineering_concept,breaking_load,product_links_to_parent,395,790
engineering_concept,breaking_load,product_family,dogbone,product_links_to_parent,395,790
engineering_concept,lightweight,intent,technical,general_internal_link,788,788
application,sail_handling,application,sheet_handling,product_links_to_parent,393,786
application,sail_handling,product_family,morfblock,product_links_to_parent,393,786
intent,technical,application,custom_engineering,general_internal_link,784,784
engineering_concept,breaking_load,application,deck_attachment,product_links_to_parent,390,780
engineering_concept,breaking_load,product_family,morfring,product_links_to_parent,390,780
engineering_concept,breaking_load,product_family,padeye,product_links_to_parent,390,780
engineering_concept,breaking_load,product_family,powerfurl,product_links_to_parent,390,780
application,deck_attachment,material,titanium,product_links_to_parent,389,778
engineering_concept,breaking_load,intent,commercial,authority_supports_commercial,155,775
intent,brand,intent,commercial,authority_supports_commercial,155,775
intent,technical,intent,commercial,authority_supports_commercial,155,775
application,custom_engineering,intent,commercial,product_links_to_parent,386,772
application,rope_management,material,titanium,general_internal_link,766,766
material,titanium,application,sheet_handling,general_internal_link,765,765
product_family,powerfurl,application,low_friction_rigging,general_internal_link,763,763
application,low_friction_rigging,intent,technical,general_internal_link,758,758
application,low_friction_rigging,application,custom_engineering,product_links_to_parent,379,758
application,low_friction_rigging,engineering_concept,customizable,product_links_to_parent,379,758
application,low_friction_rigging,material,aluminium,product_links_to_parent,378,756
engineering_concept,breaking_load,application,sheet_handling,general_internal_link,754,754
application,sheet_handling,engineering_concept,breaking_load,product_links_to_parent,376,752
engineering_concept,swl,application,sail_handling,product_links_to_parent,376,752
product_family,powerfurl,engineering_concept,breaking_load,general_internal_link,748,748
engineering_concept,lightweight,engineering_concept,breaking_load,general_internal_link,737,737
application,sheet_handling,application,low_friction_rigging,general_internal_link,731,731
engineering_concept,lightweight,application,sail_handling,product_links_to_parent,364,728
product_family,morfblock,engineering_concept,breaking_load,product_links_to_parent,364,728
engineering_concept,high_load,material,titanium,general_internal_link,725,725
application,sail_handling,product_family,dogbone,product_links_to_parent,362,724
engineering_concept,high_load,application,low_friction_rigging,general_internal_link,721,721
application,sail_handling,application,low_friction_rigging,product_links_to_parent,360,720
engineering_concept,high_load,application,custom_engineering,product_links_to_parent,359,718
engineering_concept,high_load,engineering_concept,customizable,product_links_to_parent,359,718
engineering_concept,high_load,material,aluminium,product_links_to_parent,357,714
engineering_concept,swl,application,sheet_handling,product_links_to_parent,357,714
engineering_concept,swl,product_family,morfblock,product_links_to_parent,357,714
application,sail_handling,application,rope_management,general_internal_link,713,713
application,sail_handling,product_family,shackle,product_links_to_parent,356,712
engineering_concept,swl,engineering_concept,breaking_load,general_internal_link,711,711
material,titanium,application,furling_systems,general_internal_link,709,709
application,sail_handling,application,deck_attachment,product_links_to_parent,354,708
application,sail_handling,product_family,morfring,product_links_to_parent,354,708
application,sail_handling,product_family,padeye,product_links_to_parent,354,708
application,sail_handling,product_family,powerfurl,product_links_to_parent,354,708
intent,technical,material,titanium,product_links_to_parent,353,706
material,titanium,application,deck_attachment,general_internal_link,703,703
product_family,morfblock,application,low_friction_rigging,general_internal_link,699,699
application,furling_systems,application,custom_engineering,general_internal_link,693,693
application,sheet_handling,engineering_concept,breaking_load,general_internal_link,690,690
application,rope_management,application,low_friction_rigging,general_internal_link,684,684
product_family,morfring,intent,commercial,product_links_to_parent,342,684
product_family,powerfurl,engineering_concept,breaking_load,product_links_to_parent,340,680
engineering_concept,breaking_load,application,furling_systems,general_internal_link,676,676
engineering_concept,breaking_load,application,deck_attachment,general_internal_link,675,675
intent,brand,engineering_concept,breaking_load,category_supports_product,168,672
intent,commercial,engineering_concept,breaking_load,category_supports_product,168,672
product_family,morfblock,engineering_concept,breaking_load,general_internal_link,661,661
application,low_friction_rigging,intent,commercial,general_internal_link,658,658
intent,technical,material,titanium,general_internal_link,651,651
engineering_concept,swl,application,low_friction_rigging,product_links_to_parent,324,648
engineering_concept,lightweight,application,sheet_handling,product_links_to_parent,320,640
engineering_concept,lightweight,product_family,morfblock,product_links_to_parent,320,640
engineering_concept,swl,product_family,shackle,product_links_to_parent,320,640
material,titanium,engineering_concept,marine_hardware,general_internal_link,638,638
engineering_concept,swl,application,deck_attachment,product_links_to_parent,318,636
engineering_concept,swl,product_family,dogbone,product_links_to_parent,318,636
engineering_concept,swl,product_family,morfring,product_links_to_parent,318,636
engineering_concept,swl,product_family,padeye,product_links_to_parent,318,636
engineering_concept,swl,product_family,powerfurl,product_links_to_parent,318,636
application,sail_handling,engineering_concept,customizable,general_internal_link,633,633
engineering_concept,customizable,intent,brand,general_internal_link,629,629
material,ptfe,intent,brand,product_links_to_parent,312,624
intent,brand,application,sail_handling,category_supports_product,156,624
intent,commercial,application,sail_handling,category_supports_product,156,624
application,deck_attachment,application,custom_engineering,general_internal_link,622,622
engineering_concept,lightweight,product_family,dogbone,product_links_to_parent,311,622
engineering_concept,lightweight,product_family,shackle,product_links_to_parent,308,616
application,sail_handling,product_family,powerfurl,general_internal_link,612,612
engineering_concept,lightweight,application,low_friction_rigging,product_links_to_parent,306,612
product_family,morfring,intent,brand,general_internal_link,609,609
material,titanium,product_family,dogbone,general_internal_link,608,608
application,low_friction_rigging,application,sail_handling,product_links_to_parent,303,606
engineering_concept,breaking_load,engineering_concept,marine_hardware,general_internal_link,605,605
product_family,powerfurl,intent,technical,general_internal_link,601,601
engineering_concept,high_load,intent,technical,general_internal_link,600,600
engineering_concept,lightweight,application,deck_attachment,product_links_to_parent,300,600
engineering_concept,lightweight,product_family,morfring,product_links_to_parent,300,600
engineering_concept,lightweight,product_family,padeye,product_links_to_parent,300,600
engineering_concept,lightweight,product_family,powerfurl,product_links_to_parent,300,600
product_family,dogbone,material,titanium,product_links_to_parent,299,598
material,titanium,intent,brand,authority_supports_commercial,119,595
material,aluminium,application,custom_engineering,general_internal_link,592,592
application,furling_systems,engineering_concept,breaking_load,product_links_to_parent,296,592
application,furling_systems,material,titanium,general_internal_link,591,591
engineering_concept,breaking_load,product_family,dogbone,general_internal_link,588,588
application,rope_management,application,custom_engineering,product_links_to_parent,293,586
application,rope_management,engineering_concept,customizable,product_links_to_parent,293,586
material,titanium,product_family,padeye,general_internal_link,582,582
application,rope_management,material,aluminium,product_links_to_parent,291,582
application,sheet_handling,intent,technical,general_internal_link,581,581
application,rope_management,engineering_concept,breaking_load,general_internal_link,580,580
intent,brand,engineering_concept,lightweight,category_supports_product,145,580
intent,commercial,engineering_concept,lightweight,category_supports_product,145,580
intent,technical,engineering_concept,breaking_load,general_internal_link,572,572
engineering_concept,low_friction,material,titanium,product_links_to_parent,286,572
application,low_friction_rigging,application,sail_handling,general_internal_link,570,570
intent,brand,engineering_concept,low_friction,general_internal_link,569,569
product_family,shackle,intent,brand,product_links_to_parent,284,568
intent,brand,product_family,morfring,general_internal_link,567,567
application,deck_attachment,material,titanium,general_internal_link,565,565
application,sail_handling,application,sheet_handling,general_internal_link,564,564
intent,technical,application,low_friction_rigging,general_internal_link,562,562
application,rope_management,intent,technical,general_internal_link,561,561
engineering_concept,lightweight,application,sail_handling,general_internal_link,559,559
engineering_concept,breaking_load,product_family,padeye,general_internal_link,556,556
product_family,morfblock,intent,technical,general_internal_link,556,556
engineering_concept,high_load,application,sail_handling,product_links_to_parent,278,556
application,low_friction_rigging,application,sheet_handling,product_links_to_parent,277,554
application,low_friction_rigging,product_family,morfblock,product_links_to_parent,277,554
intent,commercial,engineering_concept,lightweight,product_links_to_parent,276,552
intent,commercial,engineering_concept,low_friction,product_links_to_parent,276,552
engineering_concept,swl,application,sail_handling,general_internal_link,544,544
engineering_concept,lightweight,application,rope_management,general_internal_link,541,541
engineering_concept,swl,application,rope_management,general_internal_link,541,541
intent,commercial,application,furling_systems,product_links_to_parent,270,540
intent,commercial,intent,support,product_links_to_parent,270,540
intent,commercial,material,stainless_steel,product_links_to_parent,270,540
intent,commercial,product_family,morfwing,product_links_to_parent,270,540
application,sail_handling,application,furling_systems,general_internal_link,537,537
intent,brand,engineering_concept,lightweight,product_links_to_parent,268,536
intent,brand,engineering_concept,low_friction,product_links_to_parent,268,536
application,custom_engineering,material,titanium,general_internal_link,529,529
application,furling_systems,application,low_friction_rigging,general_internal_link,528,528
material,ptfe,intent,commercial,product_links_to_parent,264,528
engineering_concept,high_load,application,sheet_handling,product_links_to_parent,262,524
engineering_concept,high_load,product_family,morfblock,product_links_to_parent,262,524
intent,brand,application,furling_systems,product_links_to_parent,262,524
intent,brand,intent,support,product_links_to_parent,262,524
intent,brand,material,stainless_steel,product_links_to_parent,262,524
intent,brand,product_family,morfwing,product_links_to_parent,262,524
engineering_concept,high_load,engineering_concept,breaking_load,general_internal_link,523,523
application,sail_handling,application,deck_attachment,general_internal_link,522,522
intent,brand,engineering_concept,swl,category_supports_product,130,520
intent,commercial,engineering_concept,swl,category_supports_product,130,520
product_family,powerfurl,application,sail_handling,general_internal_link,519,519
application,low_friction_rigging,product_family,shackle,product_links_to_parent,258,516
engineering_concept,cnc_machining,intent,brand,product_links_to_parent,258,516
application,low_friction_rigging,product_family,dogbone,product_links_to_parent,257,514
product_family,powerfurl,application,custom_engineering,product_links_to_parent,256,512
product_family,powerfurl,engineering_concept,customizable,product_links_to_parent,256,512
product_family,powerfurl,material,aluminium,product_links_to_parent,255,510
application,low_friction_rigging,application,rope_management,general_internal_link,509,509
application,sheet_handling,application,custom_engineering,product_links_to_parent,254,508
application,sheet_handling,engineering_concept,customizable,product_links_to_parent,254,508
intent,commercial,engineering_concept,low_friction,general_internal_link,507,507
intent,commercial,product_family,morfring,general_internal_link,505,505
application,low_friction_rigging,application,deck_attachment,product_links_to_parent,252,504
application,low_friction_rigging,product_family,morfring,product_links_to_parent,252,504
application,low_friction_rigging,product_family,padeye,product_links_to_parent,252,504
application,low_friction_rigging,product_family,powerfurl,product_links_to_parent,252,504
application,sheet_handling,material,aluminium,product_links_to_parent,252,504
intent,brand,application,low_friction_rigging,category_supports_product,126,504
intent,commercial,application,low_friction_rigging,category_supports_product,126,504
engineering_concept,breaking_load,product_family,morfblock,general_internal_link,499,499
material,titanium,product_family,morfblock,general_internal_link,498,498
product_family,dogbone,application,custom_engineering,general_internal_link,496,496
material,aluminium,engineering_concept,breaking_load,product_links_to_parent,248,496
engineering_concept,high_load,product_family,dogbone,product_links_to_parent,245,490
product_family,morfblock,application,custom_engineering,product_links_to_parent,245,490
product_family,morfblock,engineering_concept,customizable,product_links_to_parent,245,490
engineering_concept,high_load,product_family,shackle,product_links_to_parent,244,488
product_family,morfblock,material,aluminium,product_links_to_parent,243,486
product_family,shackle,intent,commercial,product_links_to_parent,242,484
application,sail_handling,engineering_concept,marine_hardware,general_internal_link,482,482
product_family,padeye,intent,brand,general_internal_link,482,482
product_family,dogbone,material,titanium,general_internal_link,480,480
application,deck_attachment,engineering_concept,breaking_load,product_links_to_parent,240,480
application,deck_attachment,application,low_friction_rigging,general_internal_link,477,477
application,sheet_handling,application,sail_handling,general_internal_link,477,477
engineering_concept,high_load,application,deck_attachment,product_links_to_parent,238,476
engineering_concept,high_load,application,low_friction_rigging,product_links_to_parent,238,476
engineering_concept,high_load,product_family,morfring,product_links_to_parent,238,476
engineering_concept,high_load,product_family,padeye,product_links_to_parent,238,476
engineering_concept,high_load,product_family,powerfurl,product_links_to_parent,238,476
engineering_concept,lightweight,intent,commercial,general_internal_link,474,474
engineering_concept,customizable,intent,brand,product_links_to_parent,236,472
material,aluminium,material,titanium,general_internal_link,471,471
product_family,shackle,intent,brand,general_internal_link,467,467
product_family,dogbone,intent,commercial,general_internal_link,466,466
engineering_concept,breaking_load,application,custom_engineering,authority_supports_commercial,93,465
engineering_concept,breaking_load,engineering_concept,customizable,authority_supports_commercial,93,465
engineering_concept,breaking_load,material,aluminium,authority_supports_commercial,93,465
intent,brand,application,custom_engineering,authority_supports_commercial,93,465
intent,brand,engineering_concept,breaking_load,authority_supports_commercial,93,465
intent,brand,engineering_concept,customizable,authority_supports_commercial,93,465
intent,brand,material,aluminium,authority_supports_commercial,93,465
intent,technical,application,custom_engineering,authority_supports_commercial,93,465
intent,technical,engineering_concept,breaking_load,authority_supports_commercial,93,465
intent,technical,engineering_concept,customizable,authority_supports_commercial,93,465
intent,technical,material,aluminium,authority_supports_commercial,93,465
application,rope_management,intent,commercial,general_internal_link,464,464
application,low_friction_rigging,product_family,powerfurl,general_internal_link,462,462
engineering_concept,lightweight,engineering_concept,customizable,general_internal_link,460,460
application,rope_management,application,sail_handling,product_links_to_parent,230,460
application,low_friction_rigging,engineering_concept,customizable,general_internal_link,458,458
product_family,morfblock,application,sail_handling,general_internal_link,456,456
application,furling_systems,engineering_concept,breaking_load,general_internal_link,453,453
application,sail_handling,product_family,dogbone,general_internal_link,452,452
intent,technical,engineering_concept,breaking_load,product_links_to_parent,224,448
application,sheet_handling,product_family,powerfurl,general_internal_link,447,447
application,furling_systems,application,custom_engineering,product_links_to_parent,223,446
application,furling_systems,engineering_concept,customizable,product_links_to_parent,223,446
application,furling_systems,material,aluminium,product_links_to_parent,222,444
material,titanium,engineering_concept,lightweight,product_links_to_parent,222,444
material,titanium,engineering_concept,low_friction,product_links_to_parent,222,444
product_family,powerfurl,application,rope_management,general_internal_link,441,441
engineering_concept,cnc_machining,intent,commercial,product_links_to_parent,220,440
engineering_concept,swl,engineering_concept,customizable,general_internal_link,439,439
application,deck_attachment,engineering_concept,breaking_load,general_internal_link,438,438
material,aluminium,application,low_friction_rigging,general_internal_link,438,438
application,sail_handling,product_family,padeye,general_internal_link,436,436
engineering_concept,low_friction,application,custom_engineering,general_internal_link,436,436
application,furling_systems,intent,technical,general_internal_link,434,434
product_family,morfblock,product_family,powerfurl,general_internal_link,434,434
application,custom_engineering,material,titanium,product_links_to_parent,217,434
material,titanium,application,furling_systems,product_links_to_parent,216,432
material,titanium,intent,support,product_links_to_parent,216,432
material,titanium,material,stainless_steel,product_links_to_parent,216,432
material,titanium,product_family,morfwing,product_links_to_parent,216,432
application,deck_attachment,intent,commercial,general_internal_link,430,430
application,rope_management,application,sail_handling,general_internal_link,428,428
product_family,powerfurl,engineering_concept,customizable,general_internal_link,427,427
product_family,powerfurl,application,sheet_handling,general_internal_link,426,426
material,titanium,intent,commercial,authority_supports_commercial,85,425
intent,brand,engineering_concept,high_load,category_supports_product,105,420
intent,commercial,engineering_concept,high_load,category_supports_product,105,420
engineering_concept,lightweight,product_family,powerfurl,general_internal_link,418,418
application,sheet_handling,product_family,morfblock,product_links_to_parent,208,416
product_family,padeye,intent,brand,product_links_to_parent,208,416
