priority,url,page_type,business_priority,indexable,status_code,canonical,robots,indexation_risks
CRITICAL,https://www.morfrac.com/shop/category/powerfurl-1,product,high,True,200,https://www.morfrac.com/shop/category/powerfurl-1,,category_product_overlap; self_canonical
CRITICAL,https://www.morfrac.com/shop/category/dogbone-25,product,high,True,200,https://www.morfrac.com/shop/category/dogbone-25,,category_product_overlap; self_canonical
CRITICAL,https://www.morfrac.com/shop/category/mloop-34,product,high,True,200,https://www.morfrac.com/shop/category/mloop-34,,category_product_overlap; self_canonical
CRITICAL,https://www.morfrac.com/shop/category/morfblock-17,product,high,True,200,https://www.morfrac.com/shop/category/morfblock-17,,category_product_overlap; self_canonical
CRITICAL,https://www.morfrac.com/shop/category/morfring-26,product,high,True,200,https://www.morfrac.com/shop/category/morfring-26,,category_product_overlap; self_canonical
CRITICAL,https://www.morfrac.com/shop/category/padeye-27,product,high,True,200,https://www.morfrac.com/shop/category/padeye-27,,category_product_overlap; self_canonical
CRITICAL,https://www.morfrac.com/shop/category/shackle-24,product,high,True,200,https://www.morfrac.com/shop/category/ti-shackle-24,,canonical_mismatch; category_product_overlap
CRITICAL,https://www.morfrac.com/es/shop/category/dogbone-25,product,high,True,200,https://www.morfrac.com/es/shop/category/dogbone-25,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/morfring-26,product,high,True,200,https://www.morfrac.com/es/shop/category/morfring-26,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/padeye-27,product,high,True,200,https://www.morfrac.com/es/shop/category/padeye-27,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/powerfurl-1,product,high,True,200,https://www.morfrac.com/es/shop/category/powerfurl-1,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/shackle-24,product,high,True,200,https://www.morfrac.com/es/shop/category/ti-shackle-24,,canonical_mismatch; category_product_overlap; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/category/outlet-36,product,high,True,200,https://www.morfrac.com/es/shop/category/outlet-36,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/shop/category/outlet-36,product,high,True,200,https://www.morfrac.com/shop/category/outlet-36,,category_product_overlap; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/custom-33,product,high,True,200,https://www.morfrac.com/es/shop/category/custom-33,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/dogbone-dogbone-al-28,product,high,True,200,https://www.morfrac.com/es/shop/category/dogbone-dogbone-al-28,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/dogbone-dogbone-ti-29,product,high,True,200,https://www.morfrac.com/es/shop/category/dogbone-dogbone-ti-29,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/mainsail-systems-39,product,high,True,200,https://www.morfrac.com/es/shop/category/mainsail-systems-39,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/morfblock-max-38,product,high,True,200,https://www.morfrac.com/es/shop/category/morfblock-max-38,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/morfblock-morfblock-light-18,product,high,True,200,https://www.morfrac.com/es/shop/category/morfblock-morfblock-light-18,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/morfblock-morfblock-snatch-19,product,high,True,200,https://www.morfrac.com/es/shop/category/morfblock-morfblock-snatch-19,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/morfblock-morfblock-wood-20,product,high,True,200,https://www.morfrac.com/es/shop/category/morfblock-morfblock-wood-20,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/morfblock-morfblock-xl-21,product,high,True,200,https://www.morfrac.com/es/shop/category/morfblock-morfblock-xl-21,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/mreel-35,product,high,True,200,https://www.morfrac.com/es/shop/category/mreel-35,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-31,product,high,True,200,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-31,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-eight-10,product,high,True,200,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-eight-10,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-four-11,product,high,True,200,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-four-11,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-one-12,product,high,True,200,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-one-12,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-six-13,product,high,True,200,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-six-13,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-ten-14,product,high,True,200,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-ten-14,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-three-15,product,high,True,200,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-three-15,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-twelve-16,product,high,True,200,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-twelve-16,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-tambor-30,product,high,True,200,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-tambor-30,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/powerfurl-tdi-22,product,high,True,200,https://www.morfrac.com/es/shop/category/powerfurl-tdi-22,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/powerfurl-tdi-s-23,product,high,True,200,https://www.morfrac.com/es/shop/category/powerfurl-tdi-s-23,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/powerfurl-underdeck-32,product,high,True,200,https://www.morfrac.com/es/shop/category/powerfurl-underdeck-32,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/ti-shackle-24,product,high,True,200,https://www.morfrac.com/es/shop/category/ti-shackle-24,,category_product_overlap; multilingual_duplicate_candidate; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/mloop-34/mloop-custom-12674,product,high,True,200,https://www.morfrac.com/es/shop/mloop-custom-12674,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/mloop-34/mloop-dyneema-loop-12675,product,high,True,200,https://www.morfrac.com/es/shop/mloop-dyneema-loop-12675,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/category/morfblock-17/page/2,product,high,False,200,https://www.morfrac.com/es/shop/category/morfblock-17/page/2,noindex,category_product_overlap; likely_low_value_indexable; multilingual_duplicate_candidate; noindex; pagination_indexation; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/category/morfblock-17/page/3,product,high,False,200,https://www.morfrac.com/es/shop/category/morfblock-17/page/3,noindex,category_product_overlap; likely_low_value_indexable; multilingual_duplicate_candidate; noindex; pagination_indexation; self_canonical
CRITICAL,https://www.morfrac.com/es/shop/morfblock-17/morfblock-light-0-5-sailing-block-12322,product,high,True,200,https://www.morfrac.com/es/shop/morfblock-light-0-5-sailing-block-12322,,canonical_mismatch; multilingual_duplicate_candidate
CRITICAL,https://www.morfrac.com/es/shop/morfblock-17/morfblock-light-01-high-load-sailing-block-12324,product,high,True,200,https://www.morfrac.com/es/shop/morfblock-light-01-high-load-sailing-block-12324,,canonical_mismatch; multilingual_duplicate_candidate
