priority,product_family,query,page,impressions,ctr_percent,expected_ctr,ctr_gap,position,intent,page_type,metadata_need,recommended_title,title_length_recommended,recommended_meta_description,meta_length_recommended,recommendation_confidence,opportunity_score
CRITICAL,dogbone,dogbone,https://www.morfrac.com/dogbone,180.0,0.0,3.0,3.0,7.29,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,100,135
CRITICAL,dogbone,dogbone,https://www.morfrac.com/es/dogbone,106.0,0.0,3.0,3.0,7.75,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,100,135
CRITICAL,mloop,mloop,https://www.morfrac.com/es/shop/mloop-dyneema-loop-12675,137.0,0.0,3.5,3.5,6.03,commercial,product,serp_ctr_gap,Mloop Dyneema Loops for Sailing Hardware | MORFRAC,50,"Explore MORFRAC Mloop Dyneema loops for clean, strong and lightweight sailing hardware connections. Designed for performance rigging and simple onboard integration.",164,100,130
HIGH,mloop,mloop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,96.0,0.0,3.0,3.0,7.89,commercial,product,serp_ctr_gap,Mloop Dyneema Loops for Sailing Hardware | MORFRAC,50,"Explore MORFRAC Mloop Dyneema loops for clean, strong and lightweight sailing hardware connections. Designed for performance rigging and simple onboard integration.",164,90,110
HIGH,mloop,m loop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,29.0,0.0,2.0,2.0,9.28,commercial,product,serp_ctr_gap,Mloop Dyneema Loops for Sailing Hardware | MORFRAC,50,"Explore MORFRAC Mloop Dyneema loops for clean, strong and lightweight sailing hardware connections. Designed for performance rigging and simple onboard integration.",164,90,100
HIGH,dogbone,dog bone,https://www.morfrac.com/dogbone,81.0,0.0,15.0,15.0,1.07,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,80,90
HIGH,dogbone,dog bone rigging,https://www.morfrac.com/dogbone,13.0,0.0,5.0,5.0,4.15,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,75,105
HIGH,dogbone,dog bone shackle,https://www.morfrac.com/dogbone,9.0,0.0,4.0,4.0,6.0,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,75,105
HIGH,dogbone,dog bones,https://www.morfrac.com/es/dogbone,8.0,0.0,3.5,3.5,6.62,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,75,105
HIGH,dogbone,dog bone sailing,https://www.morfrac.com/dogbone,6.0,0.0,3.0,3.0,7.17,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,75,105
HIGH,general,farr x2 for sale,https://www.morfrac.com/blog/news-1/farr-x2-5,23.0,0.0,4.0,4.0,5.87,commercial,blog,missing_meta; serp_ctr_gap; short_title,Farr X2 For Sale Technical Guide | MORFRAC,42,"Technical information from MORFRAC about farr x2 for sale, with engineering context, marine applications and practical performance sailing insights.",148,75,100
HIGH,dogbone,dog bone soft shackle,https://www.morfrac.com/dogbone,10.0,0.0,2.5,2.5,8.4,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,65,95
