priority,product_family,query,page,impressions,ctr_percent,expected_ctr,ctr_gap,position,intent,page_type,metadata_need,recommended_title,title_length_recommended,recommended_meta_description,meta_length_recommended,recommendation_confidence,opportunity_score
HIGH,dogbone,dogbone,https://www.morfrac.com/es/dogbone,86.0,0.0,3.0,3.0,7.66,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,90,115
HIGH,dogbone,dogbones,https://www.morfrac.com/dogbone,60.0,0.0,2.0,2.0,9.23,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,90,105
HIGH,dogbone,dogbone,https://www.morfrac.com/dogbone,129.0,1.55,2.0,0.4499999999999999,9.29,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,80,105
HIGH,padeye,padeyes,https://www.morfrac.com/padeye,179.0,0.56,0.8,0.24,15.6,commercial,landing,short_title,Padeyes for High-Performance Sailing Hardware | MORFRAC,55,"MORFRAC padeyes for performance sailing applications, including lightweight deck hardware solutions engineered for strength, reliability and clean integration.",159,70,95
HIGH,dogbone,dog bone shackle,https://www.morfrac.com/dogbone,22.0,0.0,2.5,2.5,8.59,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,65,95
HIGH,dogbone,dogbone shackle,https://www.morfrac.com/dogbone,12.0,0.0,2.5,2.5,8.5,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,65,95
HIGH,shackle,custom shackles,https://www.morfrac.com/shackle,11.0,0.0,2.0,2.0,9.45,commercial,landing,serp_ctr_gap; short_title,Titanium Shackles for High-Load Sailing Hardware | MORFRAC,58,"High-load MORFRAC shackles for sailing hardware applications. Engineered for strength, corrosion resistance and reliable performance in demanding marine systems.",161,65,95
HIGH,dogbone,dog bone soft shackle,https://www.morfrac.com/dogbone,6.0,0.0,2.0,2.0,9.17,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,65,95
HIGH,general,farr x2 for sale,https://www.morfrac.com/blog/news-1/farr-x2-5,21.0,0.0,2.0,2.0,9.57,commercial,blog,missing_meta; serp_ctr_gap; short_title,Farr X2 For Sale Technical Guide | MORFRAC,42,"Technical information from MORFRAC about farr x2 for sale, with engineering context, marine applications and practical performance sailing insights.",148,65,90
HIGH,shackle,1.5t shackle,https://www.morfrac.com/shop/ti-shackle-grade5-titanium-shackle-12526,5.0,0.0,2.0,2.0,9.8,commercial,product,serp_ctr_gap,Titanium Shackles for High-Load Sailing Hardware | MORFRAC,58,"High-load MORFRAC shackles for sailing hardware applications. Engineered for strength, corrosion resistance and reliable performance in demanding marine systems.",161,65,90
MEDIUM,dogbone,dog bone,https://www.morfrac.com/dogbone,6.0,0.0,15.0,15.0,1.33,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,65,80
HIGH,mloop,m loop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,41.0,0.0,1.0,1.0,12.24,commercial,product,,Mloop Dyneema Loops for Sailing Hardware | MORFRAC,50,"Explore MORFRAC Mloop Dyneema loops for clean, strong and lightweight sailing hardware connections. Designed for performance rigging and simple onboard integration.",164,60,90
MEDIUM,padeye,padeye,https://www.morfrac.com/padeye,68.0,1.47,1.0,-0.47,11.01,commercial,landing,short_title,Padeyes for High-Performance Sailing Hardware | MORFRAC,55,"MORFRAC padeyes for performance sailing applications, including lightweight deck hardware solutions engineered for strength, reliability and clean integration.",159,60,85
MEDIUM,dogbone,dogbones,https://www.morfrac.com/es/dogbone,43.0,0.0,0.8,0.8,15.51,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,60,75
MEDIUM,dogbone,dogbone carriers,https://www.morfrac.com/dogbone,13.0,0.0,1.0,1.0,12.23,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,45,85
MEDIUM,padeye,deck pad eye,https://www.morfrac.com/padeye,12.0,0.0,1.0,1.0,10.5,commercial,landing,short_title,Padeyes for High-Performance Sailing Hardware | MORFRAC,55,"MORFRAC padeyes for performance sailing applications, including lightweight deck hardware solutions engineered for strength, reliability and clean integration.",159,45,85
MEDIUM,dogbone,dog bone sailing,https://www.morfrac.com/dogbone,6.0,0.0,1.0,1.0,10.5,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,45,85
MEDIUM,general,farr x2,https://www.morfrac.com/blog/news-1/farr-x2-5,11.0,0.0,1.0,1.0,12.73,commercial,blog,missing_meta; short_title,Farr X2 Technical Guide | MORFRAC,33,"Technical information from MORFRAC about farr x2, with engineering context, marine applications and practical performance sailing insights.",139,45,80
MEDIUM,shackle,titanium shackle,https://www.morfrac.com/shackle,19.0,5.26,1.0,-4.26,10.11,commercial,landing,short_title,Titanium Shackles for High-Load Sailing Hardware | MORFRAC,58,"High-load MORFRAC shackles for sailing hardware applications. Engineered for strength, corrosion resistance and reliable performance in demanding marine systems.",161,45,75
MEDIUM,dogbone,dog bone rigging,https://www.morfrac.com/dogbone,18.0,5.56,5.0,-0.5599999999999996,4.67,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,45,75
MEDIUM,padeye,soft padeye,https://www.morfrac.com/padeye,13.0,7.69,1.0,-6.69,11.54,commercial,landing,short_title,Padeyes for High-Performance Sailing Hardware | MORFRAC,55,"MORFRAC padeyes for performance sailing applications, including lightweight deck hardware solutions engineered for strength, reliability and clean integration.",159,45,75
MEDIUM,dogbone,sailing dog bone,https://www.morfrac.com/dogbone,5.0,20.0,2.5,-17.5,8.6,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,45,75
LOW,dogbone,dogbone joint,https://www.morfrac.com/dogbone,47.0,0.0,0.4,0.4,38.68,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,35,65
LOW,general,conurban marine,https://www.morfrac.com/partner,7.0,0.0,3.0,3.0,7.29,unknown,other,serp_ctr_gap,Conurban Marine | MORFRAC,25,"Explore MORFRAC solutions for conurban marine, engineered for high-performance sailing hardware, technical reliability and clean marine system integration.",155,20,55
LOW,general,aluminum vs titanium vs stainless steel,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,17.0,0.0,5.0,5.0,4.29,unknown,blog,long_meta; long_title; serp_ctr_gap,Aluminum Vs Titanium Vs Stainless Steel Technical Guide | MORFRAC,65,"Technical information from MORFRAC about aluminum vs titanium vs stainless steel, with engineering context, marine applications and practical performance sailing insights.",171,20,50
LOW,general,aluminium vs stainless steel vs titanium,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,7.0,0.0,7.0,7.0,3.57,unknown,blog,long_meta; long_title; serp_ctr_gap,Aluminium Vs Stainless Steel Vs Titanium Technical Guide | MORFRAC,66,"Technical information from MORFRAC about aluminium vs stainless steel vs titanium, with engineering context, marine applications and practical performance sailing insights.",172,20,25
LOW,general,aluminum vs stainless steel vs titanium,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,26.0,3.85,4.0,0.1499999999999999,5.23,unknown,blog,long_meta; long_title,Aluminum Vs Stainless Steel Vs Titanium Technical Guide | MORFRAC,65,"Technical information from MORFRAC about aluminum vs stainless steel vs titanium, with engineering context, marine applications and practical performance sailing insights.",171,15,30
